2020,1,1
2020,2,1
2020,3,1
2020,4,1
2020,5,1
2020,6,1
2020,7,1
2020,8,1
2020,9,0
2020,10,0
2020,11,0
2020,12,0
2019,1,1
2019,2,1
2019,3,1
2019,4,1
2019,5,1
2019,6,1
2019,7,1
2019,8,1
2019,9,0
2019,10,0
2019,11,0
2019,12,0
